ID filter results
020649.47-041452.7 I {'amp': 235.457, 'R_sersic': 1.558, 'n_sersic': 1.4, 'center_x': -0.075, 'center_y': 0.094, 'phi_G': 0.015, 'q': 0.789, 'QSO_amp': 1792.133, 'host_amp': 5992.536, 'host_flux_ratio_percent': 76.979, 'host_mag': 17.556, 'qso_x': -0.053, 'qso_y': 0.119, 'redu_Chisq': 11.962374}
222230.16+010231.4 Y {'amp': 2092.783, 'R_sersic': 0.454, 'n_sersic': 6.998, 'center_x': 0.239, 'center_y': -0.167, 'phi_G': -1.122, 'q': 0.633, 'QSO_amp': 60.816, 'host_amp': 6939.921, 'host_flux_ratio_percent': 99.131, 'host_mag': 17.397, 'qso_x': -0.469, 'qso_y': -0.015, 'redu_Chisq': 4.563675}
020139.25-050118.7 I {'amp': 164.581, 'R_sersic': 0.941, 'n_sersic': 1.143, 'center_x': 0.014, 'center_y': 0.043, 'phi_G': -0.853, 'q': 0.849, 'QSO_amp': 2933.276, 'host_amp': 1566.26, 'host_flux_ratio_percent': 34.809, 'host_mag': 19.013, 'qso_x': -0.014, 'qso_y': 0.042, 'redu_Chisq': 1.931125}
020139.25-050118.7 G {'amp': 26.694, 'R_sersic': 0.941, 'n_sersic': 1.143, 'center_x': 0.02, 'center_y': 0.21, 'phi_G': -0.853, 'q': 0.849, 'QSO_amp': 1875.39, 'host_amp': 254.041, 'host_flux_ratio_percent': 11.93, 'host_mag': 20.988, 'qso_x': -0.016, 'qso_y': 0.22, 'redu_Chisq': 2.246736}
020139.25-050118.7 R {'amp': 105.444, 'R_sersic': 0.941, 'n_sersic': 1.143, 'center_x': -0.001, 'center_y': 0.192, 'phi_G': -0.853, 'q': 0.849, 'QSO_amp': 2174.925, 'host_amp': 1003.365, 'host_flux_ratio_percent': 31.569, 'host_mag': 19.496, 'qso_x': -0.006, 'qso_y': 0.215, 'redu_Chisq': 2.348144}
020139.25-050118.7 Z {'amp': 214.138, 'R_sersic': 0.941, 'n_sersic': 1.143, 'center_x': 0.025, 'center_y': 0.044, 'phi_G': -0.853, 'q': 0.849, 'QSO_amp': 2764.817, 'host_amp': 2038.321, 'host_flux_ratio_percent': 42.437, 'host_mag': 18.727, 'qso_x': -0.015, 'qso_y': 0.041, 'redu_Chisq': 2.050304}
020139.25-050118.7 Y {'amp': 255.375, 'R_sersic': 0.941, 'n_sersic': 1.143, 'center_x': -0.019, 'center_y': 0.044, 'phi_G': -0.853, 'q': 0.849, 'QSO_amp': 3072.076, 'host_amp': 2430.028, 'host_flux_ratio_percent': 44.165, 'host_mag': 18.536, 'qso_x': -0.018, 'qso_y': 0.046, 'redu_Chisq': 1.58727}
021342.89-060758.4 I {'amp': 264.024, 'R_sersic': 1.536, 'n_sersic': 1.18, 'center_x': 0.034, 'center_y': 0.01, 'phi_G': -0.53, 'q': 0.788, 'QSO_amp': 521.796, 'host_amp': 6155.069, 'host_flux_ratio_percent': 92.185, 'host_mag': 17.527, 'qso_x': 0.182, 'qso_y': 0.024, 'redu_Chisq': 14.097114}
021342.89-060758.4 G {'amp': 77.726, 'R_sersic': 1.536, 'n_sersic': 1.18, 'center_x': -0.001, 'center_y': 0.003, 'phi_G': -0.53, 'q': 0.788, 'QSO_amp': 145.939, 'host_amp': 1809.019, 'host_flux_ratio_percent': 92.535, 'host_mag': 18.856, 'qso_x': 0.295, 'qso_y': 0.064, 'redu_Chisq': 3.414904}
021342.89-060758.4 R {'amp': 177.997, 'R_sersic': 1.536, 'n_sersic': 1.18, 'center_x': 0.018, 'center_y': 0.003, 'phi_G': -0.53, 'q': 0.788, 'QSO_amp': 273.214, 'host_amp': 4143.971, 'host_flux_ratio_percent': 93.815, 'host_mag': 17.956, 'qso_x': 0.224, 'qso_y': 0.038, 'redu_Chisq': 4.331658}
021342.89-060758.4 Z {'amp': 326.099, 'R_sersic': 1.536, 'n_sersic': 1.18, 'center_x': 0.048, 'center_y': 0.011, 'phi_G': -0.53, 'q': 0.788, 'QSO_amp': 531.122, 'host_amp': 7603.772, 'host_flux_ratio_percent': 93.471, 'host_mag': 17.297, 'qso_x': 0.155, 'qso_y': 0.019, 'redu_Chisq': 5.991208}
021342.89-060758.4 Y {'amp': 381.933, 'R_sersic': 1.536, 'n_sersic': 1.18, 'center_x': 0.03, 'center_y': 0.016, 'phi_G': -0.53, 'q': 0.788, 'QSO_amp': 734.284, 'host_amp': 8889.673, 'host_flux_ratio_percent': 92.37, 'host_mag': 17.128, 'qso_x': 0.19, 'qso_y': 0.032, 'redu_Chisq': 2.095331}
021020.43-034226.1 I {'amp': 224.96, 'R_sersic': 1.544, 'n_sersic': 0.47, 'center_x': -0.139, 'center_y': -0.124, 'phi_G': 0.233, 'q': 0.852, 'QSO_amp': 1164.135, 'host_amp': 4095.899, 'host_flux_ratio_percent': 77.868, 'host_mag': 17.969, 'qso_x': -0.227, 'qso_y': -0.164, 'redu_Chisq': 28.774418}
021020.43-034226.1 G {'amp': 85.127, 'R_sersic': 1.544, 'n_sersic': 0.47, 'center_x': -0.22, 'center_y': -0.096, 'phi_G': 0.233, 'q': 0.852, 'QSO_amp': 835.176, 'host_amp': 1550.0, 'host_flux_ratio_percent': 64.985, 'host_mag': 19.024, 'qso_x': -0.231, 'qso_y': -0.145, 'redu_Chisq': 17.133752}
021020.43-034226.1 R {'amp': 157.987, 'R_sersic': 1.544, 'n_sersic': 0.47, 'center_x': -0.136, 'center_y': -0.105, 'phi_G': 0.233, 'q': 0.852, 'QSO_amp': 913.24, 'host_amp': 2876.558, 'host_flux_ratio_percent': 75.903, 'host_mag': 18.353, 'qso_x': -0.23, 'qso_y': -0.15, 'redu_Chisq': 27.676535}
021020.43-034226.1 Z {'amp': 256.259, 'R_sersic': 1.544, 'n_sersic': 0.47, 'center_x': -0.026, 'center_y': -0.116, 'phi_G': 0.233, 'q': 0.852, 'QSO_amp': 1072.276, 'host_amp': 4666.614, 'host_flux_ratio_percent': 81.316, 'host_mag': 17.827, 'qso_x': -0.231, 'qso_y': -0.15, 'redu_Chisq': 17.764894}
021020.43-034226.1 Y {'amp': 292.385, 'R_sersic': 1.544, 'n_sersic': 0.47, 'center_x': -0.01, 'center_y': -0.125, 'phi_G': 0.233, 'q': 0.852, 'QSO_amp': 1313.242, 'host_amp': 5322.963, 'host_flux_ratio_percent': 80.211, 'host_mag': 17.685, 'qso_x': -0.231, 'qso_y': -0.156, 'redu_Chisq': 6.180333}
020414.13-041323.8 I {'amp': 73.254, 'R_sersic': 1.587, 'n_sersic': 4.84, 'center_x': -0.135, 'center_y': 0.007, 'phi_G': -1.034, 'q': 0.614, 'QSO_amp': 352.077, 'host_amp': 2311.957, 'host_flux_ratio_percent': 86.784, 'host_mag': 18.59, 'qso_x': -0.143, 'qso_y': -0.024, 'redu_Chisq': 2.933499}
020414.13-041323.8 G {'amp': 18.816, 'R_sersic': 1.587, 'n_sersic': 4.84, 'center_x': -0.145, 'center_y': 0.012, 'phi_G': -1.034, 'q': 0.614, 'QSO_amp': 79.896, 'host_amp': 592.044, 'host_flux_ratio_percent': 88.11, 'host_mag': 20.069, 'qso_x': -0.141, 'qso_y': -0.022, 'redu_Chisq': 1.558104}
020414.13-041323.8 R {'amp': 50.468, 'R_sersic': 1.587, 'n_sersic': 4.84, 'center_x': -0.138, 'center_y': 0.017, 'phi_G': -1.034, 'q': 0.614, 'QSO_amp': 165.02, 'host_amp': 1593.936, 'host_flux_ratio_percent': 90.618, 'host_mag': 18.994, 'qso_x': -0.156, 'qso_y': -0.046, 'redu_Chisq': 1.714887}
020414.13-041323.8 Z {'amp': 91.223, 'R_sersic': 1.587, 'n_sersic': 4.84, 'center_x': -0.135, 'center_y': 0.002, 'phi_G': -1.034, 'q': 0.614, 'QSO_amp': 282.386, 'host_amp': 2882.007, 'host_flux_ratio_percent': 91.076, 'host_mag': 18.351, 'qso_x': -0.142, 'qso_y': -0.014, 'redu_Chisq': 1.521603}
020414.13-041323.8 Y {'amp': 108.47, 'R_sersic': 1.587, 'n_sersic': 4.84, 'center_x': -0.145, 'center_y': 0.015, 'phi_G': -1.034, 'q': 0.614, 'QSO_amp': 216.978, 'host_amp': 3403.245, 'host_flux_ratio_percent': 94.007, 'host_mag': 18.17, 'qso_x': -0.153, 'qso_y': -0.082, 'redu_Chisq': 1.430844}
022024.78-050231.8 I {'amp': 185.147, 'R_sersic': 0.683, 'n_sersic': 1.669, 'center_x': 0.078, 'center_y': 0.224, 'phi_G': -1.248, 'q': 0.838, 'QSO_amp': 1287.704, 'host_amp': 1084.128, 'host_flux_ratio_percent': 45.708, 'host_mag': 19.412, 'qso_x': 0.079, 'qso_y': 0.239, 'redu_Chisq': 2.061436}
022024.78-050231.8 G {'amp': 58.138, 'R_sersic': 0.683, 'n_sersic': 1.669, 'center_x': -0.088, 'center_y': 0.236, 'phi_G': -1.248, 'q': 0.838, 'QSO_amp': 646.446, 'host_amp': 340.259, 'host_flux_ratio_percent': 34.484, 'host_mag': 20.67, 'qso_x': -0.088, 'qso_y': 0.235, 'redu_Chisq': 1.22004}
022024.78-050231.8 R {'amp': 117.855, 'R_sersic': 0.683, 'n_sersic': 1.669, 'center_x': -0.087, 'center_y': 0.203, 'phi_G': -1.248, 'q': 0.838, 'QSO_amp': 959.967, 'host_amp': 689.851, 'host_flux_ratio_percent': 41.814, 'host_mag': 19.903, 'qso_x': -0.087, 'qso_y': 0.247, 'redu_Chisq': 1.330345}
022024.78-050231.8 Z {'amp': 235.9, 'R_sersic': 0.683, 'n_sersic': 1.669, 'center_x': 0.09, 'center_y': 0.217, 'phi_G': -1.248, 'q': 0.838, 'QSO_amp': 1072.833, 'host_amp': 1381.464, 'host_flux_ratio_percent': 56.288, 'host_mag': 19.149, 'qso_x': 0.081, 'qso_y': 0.245, 'redu_Chisq': 1.288723}
022024.78-050231.8 Y {'amp': 271.884, 'R_sersic': 0.683, 'n_sersic': 1.669, 'center_x': 0.077, 'center_y': 0.217, 'phi_G': -1.248, 'q': 0.838, 'QSO_amp': 1290.641, 'host_amp': 1591.962, 'host_flux_ratio_percent': 55.227, 'host_mag': 18.995, 'qso_x': 0.082, 'qso_y': 0.24, 'redu_Chisq': 1.165803}
115758.72-002220.9 I {'amp': 779.461, 'R_sersic': 0.687, 'n_sersic': 2.28, 'center_x': 0.138, 'center_y': -0.015, 'phi_G': 0.651, 'q': 0.92, 'QSO_amp': 659.93, 'host_amp': 5776.623, 'host_flux_ratio_percent': 89.747, 'host_mag': 17.596, 'qso_x': 0.002, 'qso_y': 0.269, 'redu_Chisq': 113.655941}
115758.72-002220.9 G {'amp': 166.714, 'R_sersic': 0.687, 'n_sersic': 2.28, 'center_x': -0.106, 'center_y': 0.155, 'phi_G': 0.651, 'q': 0.92, 'QSO_amp': 4367.17, 'host_amp': 1233.954, 'host_flux_ratio_percent': 22.03, 'host_mag': 19.272, 'qso_x': -0.08, 'qso_y': -0.096, 'redu_Chisq': 17.595994}
115758.72-002220.9 R {'amp': 559.689, 'R_sersic': 0.687, 'n_sersic': 2.28, 'center_x': -0.092, 'center_y': 0.155, 'phi_G': 0.651, 'q': 0.92, 'QSO_amp': 443.546, 'host_amp': 4139.128, 'host_flux_ratio_percent': 90.321, 'host_mag': 17.958, 'qso_x': -0.004, 'qso_y': -0.42, 'redu_Chisq': 109.632519}
115758.72-002220.9 Z {'amp': 529.732, 'R_sersic': 0.687, 'n_sersic': 2.28, 'center_x': 0.204, 'center_y': 0.076, 'phi_G': 0.651, 'q': 0.92, 'QSO_amp': 4607.901, 'host_amp': 3921.097, 'host_flux_ratio_percent': 45.974, 'host_mag': 18.016, 'qso_x': 0.079, 'qso_y': -0.08, 'redu_Chisq': 15.633374}
115758.72-002220.9 Y {'amp': 668.642, 'R_sersic': 0.687, 'n_sersic': 2.28, 'center_x': 0.192, 'center_y': 0.068, 'phi_G': 0.651, 'q': 0.92, 'QSO_amp': 4976.798, 'host_amp': 4948.457, 'host_flux_ratio_percent': 49.857, 'host_mag': 17.764, 'qso_x': 0.074, 'qso_y': -0.079, 'redu_Chisq': 6.357124}
115755.47+001704.0 I {'amp': 350.316, 'R_sersic': 0.468, 'n_sersic': 4.043, 'center_x': -0.068, 'center_y': -0.063, 'phi_G': 1.064, 'q': 0.964, 'QSO_amp': 1632.019, 'host_amp': 1607.097, 'host_flux_ratio_percent': 49.615, 'host_mag': 18.985, 'qso_x': -0.053, 'qso_y': -0.036, 'redu_Chisq': 8.147754}
115755.47+001704.0 G {'amp': 96.528, 'R_sersic': 0.468, 'n_sersic': 4.043, 'center_x': -0.038, 'center_y': -0.03, 'phi_G': 1.064, 'q': 0.964, 'QSO_amp': 1486.837, 'host_amp': 478.936, 'host_flux_ratio_percent': 24.364, 'host_mag': 20.299, 'qso_x': -0.059, 'qso_y': -0.042, 'redu_Chisq': 3.583564}
115755.47+001704.0 R {'amp': 218.146, 'R_sersic': 0.468, 'n_sersic': 4.043, 'center_x': -0.069, 'center_y': -0.026, 'phi_G': 1.064, 'q': 0.964, 'QSO_amp': 1544.038, 'host_amp': 1002.608, 'host_flux_ratio_percent': 39.37, 'host_mag': 19.497, 'qso_x': -0.062, 'qso_y': -0.047, 'redu_Chisq': 6.03816}
115755.47+001704.0 Z {'amp': 366.95, 'R_sersic': 0.468, 'n_sersic': 4.043, 'center_x': -0.06, 'center_y': -0.025, 'phi_G': 1.064, 'q': 0.964, 'QSO_amp': 1407.861, 'host_amp': 1709.207, 'host_flux_ratio_percent': 54.834, 'host_mag': 18.918, 'qso_x': -0.059, 'qso_y': -0.058, 'redu_Chisq': 1.893158}
115755.47+001704.0 Y {'amp': 423.289, 'R_sersic': 0.468, 'n_sersic': 4.043, 'center_x': -0.069, 'center_y': -0.035, 'phi_G': 1.064, 'q': 0.964, 'QSO_amp': 1553.255, 'host_amp': 1957.15, 'host_flux_ratio_percent': 55.753, 'host_mag': 18.771, 'qso_x': -0.054, 'qso_y': -0.044, 'redu_Chisq': 1.361885}
090054.40+012605.3 I {'amp': 71.28, 'R_sersic': 1.932, 'n_sersic': 3.863, 'center_x': -0.209, 'center_y': 0.104, 'phi_G': -1.171, 'q': 0.864, 'QSO_amp': 1752.866, 'host_amp': 4029.083, 'host_flux_ratio_percent': 69.684, 'host_mag': 17.987, 'qso_x': -0.08, 'qso_y': 0.064, 'redu_Chisq': 9.660291}
090054.40+012605.3 G {'amp': 18.492, 'R_sersic': 1.932, 'n_sersic': 3.863, 'center_x': -0.216, 'center_y': -0.085, 'phi_G': -1.171, 'q': 0.864, 'QSO_amp': 1083.431, 'host_amp': 1039.942, 'host_flux_ratio_percent': 48.976, 'host_mag': 19.457, 'qso_x': -0.098, 'qso_y': -0.091, 'redu_Chisq': 3.330437}
090054.40+012605.3 R {'amp': 48.854, 'R_sersic': 1.932, 'n_sersic': 3.863, 'center_x': -0.21, 'center_y': -0.085, 'phi_G': -1.171, 'q': 0.864, 'QSO_amp': 1177.725, 'host_amp': 2746.464, 'host_flux_ratio_percent': 69.988, 'host_mag': 18.403, 'qso_x': -0.08, 'qso_y': -0.081, 'redu_Chisq': 5.656442}
090054.40+012605.3 Z {'amp': 89.439, 'R_sersic': 1.932, 'n_sersic': 3.863, 'center_x': -0.203, 'center_y': 0.085, 'phi_G': -1.171, 'q': 0.864, 'QSO_amp': 1616.213, 'host_amp': 5040.15, 'host_flux_ratio_percent': 75.719, 'host_mag': 17.744, 'qso_x': -0.067, 'qso_y': 0.069, 'redu_Chisq': 7.093278}
090054.40+012605.3 Y {'amp': 111.186, 'R_sersic': 1.932, 'n_sersic': 3.863, 'center_x': -0.189, 'center_y': 0.072, 'phi_G': -1.171, 'q': 0.864, 'QSO_amp': 1853.551, 'host_amp': 6234.59, 'host_flux_ratio_percent': 77.083, 'host_mag': 17.513, 'qso_x': -0.069, 'qso_y': 0.077, 'redu_Chisq': 2.612562}
021303.34-034801.4 I {'amp': 733.289, 'R_sersic': 0.323, 'n_sersic': 2.699, 'center_x': -0.06, 'center_y': -0.015, 'phi_G': 0.732, 'q': 0.668, 'QSO_amp': 377.665, 'host_amp': 937.187, 'host_flux_ratio_percent': 71.277, 'host_mag': 19.57, 'qso_x': -0.068, 'qso_y': -0.037, 'redu_Chisq': 1.225804}
021303.34-034801.4 G {'amp': 114.794, 'R_sersic': 0.323, 'n_sersic': 2.699, 'center_x': -0.101, 'center_y': 0.037, 'phi_G': 0.732, 'q': 0.668, 'QSO_amp': 288.447, 'host_amp': 149.121, 'host_flux_ratio_percent': 34.08, 'host_mag': 21.566, 'qso_x': -0.049, 'qso_y': -0.025, 'redu_Chisq': 1.216656}
021303.34-034801.4 R {'amp': 342.315, 'R_sersic': 0.323, 'n_sersic': 2.699, 'center_x': -0.058, 'center_y': -0.011, 'phi_G': 0.732, 'q': 0.668, 'QSO_amp': 442.101, 'host_amp': 436.847, 'host_flux_ratio_percent': 49.701, 'host_mag': 20.399, 'qso_x': -0.07, 'qso_y': -0.028, 'redu_Chisq': 1.248951}
021303.34-034801.4 Z {'amp': 960.566, 'R_sersic': 0.323, 'n_sersic': 2.699, 'center_x': -0.059, 'center_y': -0.02, 'phi_G': 0.732, 'q': 0.668, 'QSO_amp': 280.753, 'host_amp': 1234.258, 'host_flux_ratio_percent': 81.469, 'host_mag': 19.271, 'qso_x': -0.068, 'qso_y': -0.024, 'redu_Chisq': 1.241752}
021303.34-034801.4 Y {'amp': 1127.894, 'R_sersic': 0.323, 'n_sersic': 2.699, 'center_x': -0.044, 'center_y': -0.009, 'phi_G': 0.732, 'q': 0.668, 'QSO_amp': 409.378, 'host_amp': 1446.588, 'host_flux_ratio_percent': 77.943, 'host_mag': 19.099, 'qso_x': -0.079, 'qso_y': -0.026, 'redu_Chisq': 1.09466}
022202.76-050944.5 I {'amp': 110.958, 'R_sersic': 1.002, 'n_sersic': 5.618, 'center_x': 0.313, 'center_y': -0.039, 'phi_G': -0.979, 'q': 0.911, 'QSO_amp': 0.092, 'host_amp': 2344.866, 'host_flux_ratio_percent': 99.996, 'host_mag': 18.575, 'qso_x': -0.023, 'qso_y': 0.01, 'redu_Chisq': 1.844143}
022202.76-050944.5 G {'amp': 28.07, 'R_sersic': 1.002, 'n_sersic': 5.618, 'center_x': 0.154, 'center_y': -0.06, 'phi_G': -0.979, 'q': 0.911, 'QSO_amp': 169.897, 'host_amp': 576.858, 'host_flux_ratio_percent': 77.249, 'host_mag': 20.097, 'qso_x': 0.09, 'qso_y': -0.028, 'redu_Chisq': 2.99455}
022202.76-050944.5 R {'amp': 72.356, 'R_sersic': 1.002, 'n_sersic': 5.618, 'center_x': 0.148, 'center_y': -0.031, 'phi_G': -0.979, 'q': 0.911, 'QSO_amp': 9.74, 'host_amp': 1498.984, 'host_flux_ratio_percent': 99.354, 'host_mag': 19.061, 'qso_x': -0.6, 'qso_y': -0.185, 'redu_Chisq': 1.114978}
022202.76-050944.5 Z {'amp': 132.481, 'R_sersic': 1.002, 'n_sersic': 5.618, 'center_x': 0.31, 'center_y': -0.028, 'phi_G': -0.979, 'q': 0.911, 'QSO_amp': 0.029, 'host_amp': 2778.541, 'host_flux_ratio_percent': 99.999, 'host_mag': 18.39, 'qso_x': 0.248, 'qso_y': -0.085, 'redu_Chisq': 1.21157}
022202.76-050944.5 Y {'amp': 150.762, 'R_sersic': 1.002, 'n_sersic': 5.618, 'center_x': 0.316, 'center_y': -0.024, 'phi_G': -0.979, 'q': 0.911, 'QSO_amp': 0.552, 'host_amp': 3105.96, 'host_flux_ratio_percent': 99.982, 'host_mag': 18.27, 'qso_x': 0.581, 'qso_y': -0.246, 'redu_Chisq': 1.168102}
141751.13+522311.0 I {'amp': 333.733, 'R_sersic': 0.815, 'n_sersic': 0.926, 'center_x': 0.022, 'center_y': -0.055, 'phi_G': -1.014, 'q': 0.285, 'QSO_amp': 527.879, 'host_amp': 730.061, 'host_flux_ratio_percent': 58.036, 'host_mag': 19.842, 'qso_x': 0.01, 'qso_y': -0.044, 'redu_Chisq': 4.552251}
141751.13+522311.0 G {'amp': 64.911, 'R_sersic': 0.815, 'n_sersic': 0.926, 'center_x': 0.021, 'center_y': -0.055, 'phi_G': -1.014, 'q': 0.285, 'QSO_amp': 167.968, 'host_amp': 141.993, 'host_flux_ratio_percent': 45.81, 'host_mag': 21.619, 'qso_x': 0.015, 'qso_y': -0.043, 'redu_Chisq': 1.578248}
141751.13+522311.0 R {'amp': 207.944, 'R_sersic': 0.815, 'n_sersic': 0.926, 'center_x': 0.029, 'center_y': -0.06, 'phi_G': -1.014, 'q': 0.285, 'QSO_amp': 332.244, 'host_amp': 454.903, 'host_flux_ratio_percent': 57.791, 'host_mag': 20.355, 'qso_x': 0.009, 'qso_y': -0.036, 'redu_Chisq': 1.785039}
141751.13+522311.0 Z {'amp': 437.012, 'R_sersic': 0.815, 'n_sersic': 0.926, 'center_x': 0.021, 'center_y': -0.055, 'phi_G': -1.014, 'q': 0.285, 'QSO_amp': 620.656, 'host_amp': 955.977, 'host_flux_ratio_percent': 60.634, 'host_mag': 19.549, 'qso_x': 0.012, 'qso_y': -0.038, 'redu_Chisq': 1.521812}
141751.13+522311.0 Y {'amp': 533.201, 'R_sersic': 0.815, 'n_sersic': 0.926, 'center_x': 0.027, 'center_y': -0.054, 'phi_G': -1.014, 'q': 0.285, 'QSO_amp': 678.186, 'host_amp': 1166.449, 'host_flux_ratio_percent': 63.235, 'host_mag': 19.333, 'qso_x': 0.015, 'qso_y': -0.039, 'redu_Chisq': 1.173835}
020711.13-051544.3 I {'amp': 160.248, 'R_sersic': 0.978, 'n_sersic': 1.713, 'center_x': -0.142, 'center_y': -0.092, 'phi_G': 0.453, 'q': 0.894, 'QSO_amp': 732.603, 'host_amp': 2045.275, 'host_flux_ratio_percent': 73.627, 'host_mag': 18.723, 'qso_x': -0.091, 'qso_y': -0.116, 'redu_Chisq': 4.325451}
020711.13-051544.3 G {'amp': 35.449, 'R_sersic': 0.978, 'n_sersic': 1.713, 'center_x': 0.007, 'center_y': -0.087, 'phi_G': 0.453, 'q': 0.894, 'QSO_amp': 397.705, 'host_amp': 451.881, 'host_flux_ratio_percent': 53.188, 'host_mag': 20.362, 'qso_x': 0.063, 'qso_y': -0.119, 'redu_Chisq': 1.437891}
020711.13-051544.3 R {'amp': 107.697, 'R_sersic': 0.978, 'n_sersic': 1.713, 'center_x': 0.036, 'center_y': -0.095, 'phi_G': 0.453, 'q': 0.894, 'QSO_amp': 540.068, 'host_amp': 1373.187, 'host_flux_ratio_percent': 71.772, 'host_mag': 19.156, 'qso_x': 0.069, 'qso_y': -0.113, 'redu_Chisq': 1.983197}
020711.13-051544.3 Z {'amp': 203.715, 'R_sersic': 0.978, 'n_sersic': 1.713, 'center_x': -0.137, 'center_y': -0.097, 'phi_G': 0.453, 'q': 0.894, 'QSO_amp': 873.25, 'host_amp': 2600.254, 'host_flux_ratio_percent': 74.86, 'host_mag': 18.462, 'qso_x': -0.093, 'qso_y': -0.116, 'redu_Chisq': 1.870365}
020711.13-051544.3 Y {'amp': 248.33, 'R_sersic': 0.978, 'n_sersic': 1.713, 'center_x': -0.137, 'center_y': -0.093, 'phi_G': 0.453, 'q': 0.894, 'QSO_amp': 949.379, 'host_amp': 3165.366, 'host_flux_ratio_percent': 76.927, 'host_mag': 18.249, 'qso_x': -0.09, 'qso_y': -0.116, 'redu_Chisq': 1.276789}
021936.14-034802.0 I {'amp': 56.274, 'R_sersic': 2.091, 'n_sersic': 4.113, 'center_x': -0.053, 'center_y': 0.107, 'phi_G': -1.47, 'q': 0.914, 'QSO_amp': 239.116, 'host_amp': 3921.835, 'host_flux_ratio_percent': 94.253, 'host_mag': 18.016, 'qso_x': -0.019, 'qso_y': 0.128, 'redu_Chisq': 5.470669}
021936.14-034802.0 G {'amp': 9.561, 'R_sersic': 2.091, 'n_sersic': 4.113, 'center_x': -0.064, 'center_y': 0.114, 'phi_G': -1.47, 'q': 0.914, 'QSO_amp': 157.576, 'host_amp': 662.054, 'host_flux_ratio_percent': 80.775, 'host_mag': 19.948, 'qso_x': -0.016, 'qso_y': 0.121, 'redu_Chisq': 3.760834}
021936.14-034802.0 R {'amp': 33.784, 'R_sersic': 2.091, 'n_sersic': 4.113, 'center_x': -0.065, 'center_y': 0.107, 'phi_G': -1.47, 'q': 0.914, 'QSO_amp': 178.828, 'host_amp': 2336.302, 'host_flux_ratio_percent': 92.89, 'host_mag': 18.579, 'qso_x': -0.0, 'qso_y': 0.162, 'redu_Chisq': 3.202867}
021936.14-034802.0 Z {'amp': 74.63, 'R_sersic': 2.091, 'n_sersic': 4.113, 'center_x': -0.043, 'center_y': 0.102, 'phi_G': -1.47, 'q': 0.914, 'QSO_amp': 393.108, 'host_amp': 5180.91, 'host_flux_ratio_percent': 92.947, 'host_mag': 17.714, 'qso_x': -0.038, 'qso_y': 0.134, 'redu_Chisq': 2.166639}
021936.14-034802.0 Y {'amp': 90.257, 'R_sersic': 2.091, 'n_sersic': 4.113, 'center_x': -0.041, 'center_y': 0.125, 'phi_G': -1.47, 'q': 0.914, 'QSO_amp': 118.303, 'host_amp': 6579.783, 'host_flux_ratio_percent': 98.234, 'host_mag': 17.454, 'qso_x': -0.201, 'qso_y': -0.187, 'redu_Chisq': 1.382288}
021930.51-055643.0 I {'amp': 272.053, 'R_sersic': 0.925, 'n_sersic': 0.308, 'center_x': -0.14, 'center_y': -0.202, 'phi_G': 0.32, 'q': 0.876, 'QSO_amp': 941.357, 'host_amp': 1644.4, 'host_flux_ratio_percent': 63.595, 'host_mag': 18.96, 'qso_x': -0.124, 'qso_y': 0.162, 'redu_Chisq': 9.740061}
021930.51-055643.0 G {'amp': 189.222, 'R_sersic': 0.925, 'n_sersic': 0.308, 'center_x': -0.041, 'center_y': -0.39, 'phi_G': 0.32, 'q': 0.876, 'QSO_amp': 672.903, 'host_amp': 1143.729, 'host_flux_ratio_percent': 62.959, 'host_mag': 19.354, 'qso_x': -0.113, 'qso_y': 0.206, 'redu_Chisq': 19.506546}
021930.51-055643.0 R {'amp': 305.754, 'R_sersic': 0.925, 'n_sersic': 0.308, 'center_x': 0.015, 'center_y': -0.5, 'phi_G': 0.32, 'q': 0.876, 'QSO_amp': 804.793, 'host_amp': 1848.069, 'host_flux_ratio_percent': 69.663, 'host_mag': 18.833, 'qso_x': -0.148, 'qso_y': 0.252, 'redu_Chisq': 16.004371}
021930.51-055643.0 Z {'amp': 416.593, 'R_sersic': 0.925, 'n_sersic': 0.308, 'center_x': 0.055, 'center_y': -0.5, 'phi_G': 0.32, 'q': 0.876, 'QSO_amp': 1379.703, 'host_amp': 2518.02, 'host_flux_ratio_percent': 64.602, 'host_mag': 18.497, 'qso_x': -0.135, 'qso_y': 0.204, 'redu_Chisq': 30.341849}
021930.51-055643.0 Y {'amp': 325.951, 'R_sersic': 0.925, 'n_sersic': 0.308, 'center_x': -0.166, 'center_y': -0.146, 'phi_G': 0.32, 'q': 0.876, 'QSO_amp': 1127.278, 'host_amp': 1970.173, 'host_flux_ratio_percent': 63.606, 'host_mag': 18.764, 'qso_x': -0.117, 'qso_y': 0.165, 'redu_Chisq': 1.713683}
222315.10-002610.5 I {'amp': 11584.587, 'R_sersic': 0.1, 'n_sersic': 4.454, 'center_x': 0.168, 'center_y': 0.127, 'phi_G': 0.102, 'q': 0.849, 'QSO_amp': 0.118, 'host_amp': 2074.821, 'host_flux_ratio_percent': 99.994, 'host_mag': 18.708, 'qso_x': -0.071, 'qso_y': 0.059, 'redu_Chisq': 37.314434}
